Postcode,year,total_fleet,bev_count,adoption_rate,SA2_CODE21,SA2_NAME21,STE_NAME21,SA3_NAME21,SA4_NAME21,GCC_NAME21,AREASQKM21,incentive_aud,charger_stations,total_plugs,ac_stations,dc_stations,has_dc_charger,max_power_kw,has_charging_data,nsw_comprehensive_data,median_income_weekly,median_age,apartment_ratio,total_dwellings,bev_count_lag1,adoption_rate_lag1,bev_growth_rate,plugs_per_1000_vehicles,fleet_density
2328,2024,2127,4.0,0.0018805829807240243,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,0,2.0,5.0,2.0,0.0,0.0,0.0,1,1,1741.0,42,0.019876627827278958,1459,3.0,0.001451378809869376,0.3333333333333333,2.3507287259050305,0.6768522912595648
2328,2025,2122,7.0,0.003298774740810556,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,0,2.0,5.0,2.0,0.0,0.0,0.0,1,1,1741.0,42,0.019876627827278958,1459,4.0,0.0018805829807240243,0.75,2.3562676720075397,0.6752611951353064
2329,2021,1813,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.22808019727465173
2329,2022,1841,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.23160267136383553
2329,2023,1896,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.23852181689616087
2329,2024,1974,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.24833442328745864
2329,2025,1977,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.24871183122558546
2330,2021,19352,3.0,0.00015502273666804465,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,3000,11.0,34.0,9.0,2.0,1.0,130.0,1,1,2034.0,42,0.0,1733,0.0,0.0,0.0,1.7569243489045059,4.758023805264451
2330,2022,19772,8.0,0.00040461258345134534,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,3000,11.0,34.0,9.0,2.0,1.0,130.0,1,1,2034.0,42,0.0,1733,3.0,0.00015502273666804465,1.6666666666666667,1.7196034796682176,4.861288067263783
2330,2023,20649,14.0,0.0006779989345731028,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,3000,11.0,34.0,9.0,2.0,1.0,130.0,1,1,2034.0,42,0.0,1733,8.0,0.00040461258345134534,0.75,1.6465688411061068,5.076913681010007
2330,2024,21023,38.0,0.001807544118346573,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,0,11.0,34.0,9.0,2.0,1.0,130.0,1,1,2034.0,42,0.0,1733,14.0,0.0006779989345731028,1.7142857142857142,1.6172763164153545,5.168868047647507
2330,2025,21102,52.0,0.0024642214008150885,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,0,11.0,34.0,9.0,2.0,1.0,130.0,1,1,2034.0,42,0.0,1733,38.0,0.001807544118346573,0.3684210526315789,1.6112216851483272,5.188291563595
2331,2021,11,0.0,0.0,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2034.0,42,0.0,1733,0.0,0.0,0.0,0.0,0.0027045401952205954
2331,2022,13,0.0,0.0,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2034.0,42,0.0,1733,0.0,0.0,0.0,0.0,0.0031962747761697945
2331,2023,13,0.0,0.0,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2034.0,42,0.0,1733,0.0,0.0,0.0,0.0,0.0031962747761697945
2331,2024,14,0.0,0.0,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2034.0,42,0.0,1733,0.0,0.0,0.0,0.0,0.003442142066644394
2331,2025,33,0.0,0.0,106011113,Singleton Surrounds,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,4067.2348,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2034.0,42,0.0,1733,0.0,0.0,0.0,0.0,0.008113620585661787
2333,2021,11178,0.0,0.0,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,3000,6.0,12.0,6.0,0.0,0.0,23.0,1,1,1741.0,42,0.019876627827278958,1459,0.0,0.0,0.0,1.0735373054213635,3.557054495392297
2333,2022,11305,0.0,0.0,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,3000,6.0,12.0,6.0,0.0,0.0,23.0,1,1,1741.0,42,0.019876627827278958,1459,0.0,0.0,0.0,1.0614772224679345,3.5974683369484626
2333,2023,11703,0.0,0.0,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,3000,6.0,12.0,6.0,0.0,0.0,23.0,1,1,1741.0,42,0.019876627827278958,1459,0.0,0.0,0.0,1.0253781081773905,3.724119588439439
2333,2024,12068,9.0,0.0007457739476300962,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,0,6.0,12.0,6.0,0.0,0.0,23.0,1,1,1741.0,42,0.019876627827278958,1459,0.0,0.0,0.0,0.9943652635067948,3.8402696055103096
2333,2025,12386,26.0,0.0020991441950589376,106041127,Muswellbrook Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,3142.4877,0,6.0,12.0,6.0,0.0,0.0,23.0,1,1,1741.0,42,0.019876627827278958,1459,9.0,0.0007457739476300962,1.8888888888888888,0.9688357823348943,3.94146331901315
2334,2021,2319,0.0,0.0,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,0.0,0.0,0.0,0.0,5.911500328076797
2334,2022,2499,0.0,0.0,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,0.0,0.0,0.0,0.0,6.370348995197894
2334,2023,2755,3.0,0.001088929219600726,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,0.0,0.0,0.0,0.0,7.022933766214565
2334,2024,2880,3.0,0.0010416666666666667,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,3.0,0.001088929219600726,0.0,0.0,7.341578673937549
2334,2025,2908,9.0,0.003094910591471802,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,3.0,0.0010416666666666667,2.0,0.0,7.412955133267497
2335,2021,6110,0.0,0.0,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,3000,1.0,2.0,1.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,0.0,0.0,0.0,0.32733224222585927,15.575363089499453
2335,2022,6467,0.0,0.0,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,3000,1.0,2.0,1.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,0.0,0.0,0.0,0.3092624091541673,16.485412945956295
2335,2023,6829,6.0,0.0008786059452335627,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,3000,1.0,2.0,1.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,0.0,0.0,0.0,0.2928686484111876,17.408208598722055
2335,2024,7369,14.0,0.0018998507260143845,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,0,1.0,2.0,1.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,6.0,0.0008786059452335627,1.3333333333333333,0.27140724657348353,18.784754600085346
2335,2025,8193,25.0,0.0030513853289393386,106011107,Branxton - Greta - Pokolbin,New South Wales,Lower Hunter,Hunter Valley exc Newcastle,Rest of NSW,392.2862,0,1.0,2.0,1.0,0.0,0.0,0.0,1,1,2128.0,36,0.0036141856787892477,4427,14.0,0.0018998507260143845,0.7857142857142857,0.24411082631514708,20.885261831795255
2336,2021,2057,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.2587760429089678
2336,2022,2063,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.2595308587852215
2336,2023,2158,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.27148211015923795
2336,2024,2195,3.0,0.001366742596810934,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.2761368080628023
2336,2025,2204,5.0,0.002268602540834846,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,3.0,0.001366742596810934,0.6666666666666666,0.0,0.27726903187718277
2337,2021,6593,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,4.0,9.0,3.0,1.0,1.0,75.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,1.3650841801911118,0.8294168453567451
2337,2022,6723,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,4.0,9.0,3.0,1.0,1.0,75.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,1.3386880856760375,0.8457711893422413
2337,2023,6897,4.0,0.0005799623024503408,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,4.0,9.0,3.0,1.0,1.0,75.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,1.3049151805132666,0.8676608497535978
2337,2024,7071,10.0,0.001414227124876255,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,4.0,9.0,3.0,1.0,1.0,75.0,1,1,1362.0,44,0.0034953924372418178,3147,4.0,0.0005799623024503408,1.5,1.2728044123886295,0.8895505101649543
2337,2025,7169,13.0,0.001813363091086623,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,4.0,9.0,3.0,1.0,1.0,75.0,1,1,1362.0,44,0.0034953924372418178,3147,10.0,0.001414227124876255,0.3,1.2554052169061236,0.9018791694770977
2338,2021,1165,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.14656008263925496
2338,2022,1182,0.0,0.0,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.1486987276219737
2338,2023,1197,3.0,0.002506265664160401,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,0.0,0.0,0.0,0.0,0.1505857673126079
2338,2024,1207,3.0,0.0024855012427506215,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,3.0,0.002506265664160401,0.0,0.0,0.15184379377303067
2338,2025,1201,6.0,0.004995836802664446,106041129,Scone Surrounds,New South Wales,Upper Hunter,Hunter Valley exc Newcastle,Rest of NSW,7948.9584,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1362.0,44,0.0034953924372418178,3147,3.0,0.0024855012427506215,1.0,0.0,0.151088977896777
2339,2021,737,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,1.0,2.0,1.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,2.7137042062415193,0.14514038482171088
2339,2022,748,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,1.0,2.0,1.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,2.6737967914438503,0.14730665922203492
2339,2023,765,3.0,0.00392156862745098,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,1.0,2.0,1.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,2.6143790849673203,0.15065453784071753
2339,2024,759,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,1.0,2.0,1.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,3.0,0.00392156862745098,-1.0,2.635046113306983,0.14947293362235897
2339,2025,777,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,1.0,2.0,1.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,2.574002574002574,0.15301774627743467
2340,2021,39938,6.0,0.0001502328609344484,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,13.0,39.0,10.0,3.0,1.0,175.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.9765135960739145,4.447199010129086
2340,2022,40720,16.0,0.0003929273084479371,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,13.0,39.0,10.0,3.0,1.0,175.0,1,1,1431.0,45,0.006421232876712328,7008,6.0,0.0001502328609344484,1.6666666666666667,0.9577603143418467,4.534276721229316
2340,2023,41721,33.0,0.0007909685769756238,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,13.0,39.0,10.0,3.0,1.0,175.0,1,1,1431.0,45,0.006421232876712328,7008,16.0,0.0003929273084479371,1.0625,0.9347810455166463,4.645740645540478
2340,2024,42835,91.0,0.0021244309559939304,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,13.0,39.0,10.0,3.0,1.0,175.0,1,1,1431.0,45,0.006421232876712328,7008,33.0,0.0007909685769756238,1.7575757575757576,0.9104704097116845,4.769787410458195
2340,2025,43639,134.0,0.0030706478150278422,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,13.0,39.0,10.0,3.0,1.0,175.0,1,1,1431.0,45,0.006421232876712328,7008,91.0,0.0021244309559939304,0.4725274725274725,0.8936960058663123,4.859314878136693
2341,2021,1166,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.0,0.22962508643434856
2341,2022,1169,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.0,0.23021588854352784
2341,2023,1167,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.0,0.22982202047074166
2341,2024,1146,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.0,0.22568640570648665
2341,2025,1173,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.0,0.2310036246891002
2342,2021,408,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,9.803921568627452,0.08034908684838268
2342,2022,430,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,9.30232558139535,0.08468163564903076
2342,2023,448,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,8.928571428571429,0.08822644830410648
2342,2024,460,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,8.695652173913043,0.09058965674082362
2342,2025,476,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,8.403361344537815,0.09374060132311313
2343,2021,4227,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.9462976105985332,0.8324401718336117
2343,2022,4277,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.9352349777881693,0.8422868736532665
2343,2023,4365,0.0,0.0,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,3000,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.9163802978235968,0.8596170688558589
2343,2024,4471,3.0,0.0006709908297919928,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,0.0,0.0,0.0,0.8946544397226571,0.8804920767135269
2343,2025,4444,5.0,0.0011251125112511251,110041201,Quirindi,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,5077.8424,0,2.0,4.0,2.0,0.0,0.0,22.0,1,1,1165.0,47,0.011938202247191011,2848,3.0,0.0006709908297919928,0.6666666666666666,0.9000900090009001,0.8751748577309133
2344,2021,616,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.06859318419148473
2344,2022,624,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.06948400476540012
2344,2023,640,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.0712656459132309
2344,2024,638,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.07104294076975205
2344,2025,672,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.07482892820889243
2345,2021,628,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.06992941505235782
2345,2022,630,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.07015212019583666
2345,2023,642,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.07148835105670974
2345,2024,663,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.07382675506323763
2345,2025,651,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.07249052420236456
2346,2021,2516,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.28016307049638894
2346,2022,2545,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.2833922950768322
2346,2023,2636,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.2935253791051197
2346,2024,2650,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.2950843151094717
2346,2025,2686,3.0,0.0011169024571854058,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.2990930076920909
2347,2021,1573,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.1751575953461128
2347,2022,1583,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.17627112106350704
2347,2023,1604,0.0,0.0,110041205,Tamworth Surrounds,New South Wales,Tamworth - Gunnedah,New England and North West,Rest of NSW,8980.4841,3000,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1431.0,45,0.006421232876712328,7008,0.0,0.0,0.0,0.0,0.17860952507003494
